Symbol	Name	Sector	SEC Filings
IFF	Intl Flavors & Fragrances	Materials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IFF
INTU	Intuit Inc.	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU
ISRG	Intuitive Surgical Inc.	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG
IVZ	Invesco Ltd.	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IVZ
IRM	Iron Mountain Incorporated	Real Estate	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM
JBHT	J. B. Hunt Transport Services	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT
JEC	Jacobs Engineering Group	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JEC
SJM	JM Smucker	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM
JNJ	Johnson & Johnson	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ
JCI	Johnson Controls International	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI
JPM	JPMorgan Chase & Co.	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM
JNPR	Juniper Networks	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNPR
KSU	Kansas City Southern	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSU
K	Kellogg Co.	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K
KEY	KeyCorp	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KEY
KMB	Kimberly-Clark	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMB
KIM	Kimco Realty	Real Estate	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KIM
KMI	Kinder Morgan	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMI
KLAC	KLA-Tencor Corp.	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KLAC
KSS	Kohl's Corp.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSS
KHC	Kraft Heinz Co	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KHC
KR	Kroger Co.	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KR
LB	L Brands Inc.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LB
LLL	L-3 Communications Holdings	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLL
LH	Laboratory Corp. of America Holding	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH
LRCX	Lam Research	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRCX
LEG	Leggett & Platt	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEG
LEN	Lennar Corp.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEN
LLY	Lilly (Eli) & Co.	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLY
LNC	Lincoln National	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNC
LKQ	LKQ Corporation	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKQ
LMT	Lockheed Martin Corp.	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT
L	Loews Corp.	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=L
LOW	Lowe's Cos.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW
LYB	LyondellBasell	Materials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYB
MTB	M&T Bank Corp.	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB
MAC	Macerich	Real Estate	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAC
M	Macy's Inc.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=M
MNK	Mallinckrodt Plc	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNK
MRO	Marathon Oil Corp.	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRO
MPC	Marathon Petroleum	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC
MAR	Marriott Int'l.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR
MMC	Marsh & McLennan	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC
MLM	Martin Marietta Materials	Materials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MLM
MAS	Masco Corp.	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAS
MA	Mastercard Inc.	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MA
MAT	Mattel Inc.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAT
MKC	McCormick & Co.	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKC
MCD	McDonald's Corp.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCD
MCK	McKesson Corp.	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCK
MDT	Medtronic plc	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT
MRK	Merck & Co.	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRK
MET	MetLife Inc.	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MET
MTD	Mettler Toledo	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTD
KORS	Michael Kors Holdings	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KORS
MCHP	Microchip Technology	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCHP
MU	Micron Technology	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MU
MSFT	Microsoft Corp.	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT
MAA	Mid-America Apartments	Real Estate	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAA
MHK	Mohawk Industries	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHK
TAP	Molson Coors Brewing Company	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAP
MDLZ	Mondelez International	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDLZ
MNST	Monster Beverage	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNST
MCO	Moody's Corp	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCO
MS	Morgan Stanley	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MS
MSI	Motorola Solutions Inc.	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSI
MUR	Murphy Oil	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MUR
MYL	Mylan N.V.	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MYL
NDAQ	NASDAQ OMX Group	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDAQ
NOV	National Oilwell Varco Inc.	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOV
NAVI	Navient	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NAVI
NTAP	NetApp	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTAP
NFLX	Netflix Inc.	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX
NWL	Newell Brands	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWL
NFX	Newfield Exploration Co	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFX
NEM	Newmont Mining Corp. (Hldg. Co.)	Materials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEM
NWSA	News Corp. Class A	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWSA
NWS	News Corp. Class B	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWS
NEE	NextEra Energy	Utilities	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEE
NLSN	Nielsen Holdings	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NLSN
NKE	Nike	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE
NI	NiSource Inc.	Utilities	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NI
NBL	Noble Energy Inc	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NBL
JWN	Nordstrom	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JWN
NSC	Norfolk Southern Corp.	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NSC
NTRS	Northern Trust Corp.	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTRS
NOC	Northrop Grumman Corp.	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOC
NRG	NRG Energy	Utilities	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NRG
NUE	Nucor Corp.	Materials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NUE
NVDA	Nvidia Corporation	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
ORLY	O'Reilly Automotive	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORLY
OXY	Occidental Petroleum	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OXY
OMC	Omnicom Group	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OMC
OKE	ONEOK	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OKE
ORCL	Oracle Corp.	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL
PCAR	PACCAR Inc.	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR
PH	Parker-Hannifin	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PH
PDCO	Patterson Companies	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PDCO
PAYX	Paychex Inc.	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYX
PYPL	PayPal	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYPL
PNR	Pentair Ltd.	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNR
PBCT	People's United Financial	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PBCT
PEP	PepsiCo Inc.	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEP
PKI	PerkinElmer	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKI
PRGO	Perrigo	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRGO
PFE	Pfizer Inc.	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE
PCG	PG&E Corp.	Utilities	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCG
PM	Philip Morris International	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM
PSX	Phillips 66	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX
PNW	Pinnacle West Capital	Utilities	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNW
PXD	Pioneer Natural Resources	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PXD
PNC	PNC Financial Services	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNC
RL	Polo Ralph Lauren Corp.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RL
PPG	PPG Industries	Materials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPG
PPL	PPL Corp.	Utilities	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPL
PX	Praxair Inc.	Materials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PX
PFG	Principal Financial Group	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFG
PG	Procter & Gamble	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PG
PGR	Progressive Corp.	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PGR
PLD	Prologis	Real Estate	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLD
PRU	Prudential Financial	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRU
PEG	Public Serv. Enterprise Inc.	Utilities	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEG
PSA	Public Storage	Real Estate	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSA
PHM	Pulte Homes Inc.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PHM
PVH	PVH Corp.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PVH
QRVO	Qorvo	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QRVO
QCOM	QUALCOMM Inc.	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM
PWR	Quanta Services Inc.	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PWR
DGX	Quest Diagnostics	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DGX
RRC	Range Resources Corp.	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RRC
RTN	Raytheon Co.	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RTN
O	Realty Income Corporation	Real Estate	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=O
RHT	Red Hat Inc.	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHT
REG	Regency Centers Corporation	Real Estate	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REG
REGN	Regeneron	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REGN
RF	Regions Financial Corp.	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF
RSG	Republic Services Inc	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSG
RHI	Robert Half International	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHI
ROK	Rockwell Automation Inc.	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROK
COL	Rockwell Collins	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COL
ROP	Roper Industries	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROP
ROST	Ross Stores	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST
RCL	Royal Caribbean Cruises Ltd	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCL
R	Ryder System	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=R
SPGI	"S&P Global, Inc."	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPGI
CRM	Salesforce.com	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRM
SCG	SCANA Corp	Utilities	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCG
SLB	Schlumberger Ltd.	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLB
STX	Seagate Technology	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STX
SEE	Sealed Air	Materials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SEE
SRE	Sempra Energy	Utilities	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRE
SHW	Sherwin-Williams	Materials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHW
SIG	Signet Jewelers	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SIG
SPG	Simon Property Group Inc	Real Estate	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPG
SWKS	Skyworks Solutions	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWKS
SLG	SL Green Realty	Real Estate	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLG
SNA	Snap-On Inc.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA
SO	Southern Co.	Utilities	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO
LUV	Southwest Airlines	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV
SWN	Southwestern Energy	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWN
SWK	Stanley Black & Decker	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWK
SBUX	Starbucks Corp.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBUX
STT	State Street Corp.	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STT
SRCL	Stericycle Inc	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRCL
SYK	Stryker Corp.	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYK
STI	SunTrust Banks	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STI
SYMC	Symantec Corp.	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYMC
SYF	Synchrony Financial	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYF
SYY	Sysco Corp.	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYY
TROW	T. Rowe Price Group	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TROW
TGT	Target Corp.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TGT
TEL	TE Connectivity Ltd.	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TEL
TGNA	"Tegna, Inc."	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TGNA
TDC	Teradata Corp.	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TDC
TXN	Texas Instruments	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXN
TXT	Textron Inc.	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXT
BK	The Bank of New York Mellon Corp.	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BK
CLX	The Clorox Company	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLX
COO	The Cooper Companies	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COO
HSY	The Hershey Company	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSY
MOS	The Mosaic Company	Materials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS
TRV	The Travelers Companies Inc.	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRV
DIS	The Walt Disney Company	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS
TMO	Thermo Fisher Scientific	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMO
TIF	Tiffany & Co.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TIF
TWX	Time Warner Inc.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TWX
TJX	TJX Companies Inc.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TJX
TMK	Torchmark Corp.	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMK
TSS	Total System Services	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSS
TSCO	Tractor Supply Company	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSCO
TDG	TransDigm Group	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TDG
RIG	Transocean	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RIG
TRIP	TripAdvisor	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRIP
FOXA	Twenty-First Century Fox Class A	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOXA
FOX	Twenty-First Century Fox Class B	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOX
TSN	Tyson Foods	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSN
USB	U.S. Bancorp	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=USB
UDR	UDR Inc	Real Estate	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UDR
ULTA	Ulta Salon Cosmetics & Fragrance Inc	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ULTA
UA	Under Armour	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UA
UAA	Under Armour	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAA
UNP	Union Pacific	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNP
UAL	United Continental Holdings	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAL
UNH	United Health Group Inc.	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNH
UPS	United Parcel Service	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UPS
URI	"United Rentals, Inc."	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=URI
UTX	United Technologies	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UTX
UHS	"Universal Health Services, Inc."	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UHS
UNM	Unum Group	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNM
URBN	Urban Outfitters	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=URBN
VFC	V.F. Corp.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VFC
VLO	Valero Energy	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLO
VAR	Varian Medical Systems	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VAR
VTR	Ventas Inc	Real Estate	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTR
VRSN	Verisign Inc.	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSN
VRSK	Verisk Analytics	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSK
VZ	Verizon Communications	Telecommunications Services	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ
VRTX	Vertex Pharmaceuticals Inc	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRTX
VIAB	Viacom Inc.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VIAB
V	Visa Inc.	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V
VNO	Vornado Realty Trust	Real Estate	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VNO
VMC	Vulcan Materials	Materials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VMC
WMT	Wal-Mart Stores	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT
WBA	Walgreens Boots Alliance	Consumer Staples	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA
WM	Waste Management Inc.	Industrials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM
WAT	Waters Corporation	Health Care	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAT
WEC	Wec Energy Group Inc	Utilities	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC
WFC	Wells Fargo	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC
CN	Welltower Inc.	Real Estate	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCN
WDC	Western Digital	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC
WU	Western Union Co	Information Technology	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WU
WRK	WestRock Company	Materials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WRK
WY	Weyerhaeuser Corp.	Real Estate	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WY
WHR	Whirlpool Corp.	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WHR
WMB	Williams Cos.	Energy	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMB
WLTW	Willis Towers Watson	Financials	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WLTW
WYND	Wyndham Worldwide	Consumer Discretionary	http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYN
